1,"161603736","83"
2,"161608730","81"
3,"161613737","84"
4,"161618751","100"
5,"161623735","85"
6,"161628730","82"
7,"161633730","79"
8,"161638728","79"
9,"161643746","97"
10,"161648732","84"
11,"161653752","94"
12,"161658733","83"
13,"161703728","79"
14,"161708730","81"
15,"161713751","95"
16,"161718738","89"
17,"161723733","85"
18,"161728735","82"
19,"161733750","93"
20,"161738729","80"
21,"161743733","81"
22,"161748751","100"
23,"161753746","92"
24,"161758730","80"
25,"161803745","90"
26,"161808731","82"
27,"161813732","82"
28,"161818732","83"
29,"161823817","167"
30,"161828781","133"
31,"161833728","79"
32,"161838732","82"
33,"161843730","81"
34,"161848730","82"
35,"161853731","82"
36,"161858734","84"
37,"161903846","164"
38,"161908731","81"
39,"161913736","85"
40,"161918732","82"
41,"161923736","81"
42,"161928729","80"
43,"161933751","99"
44,"161938735","85"
45,"161943730","81"
46,"161948732","80"
47,"161953733","80"
48,"161958761","95"
49,"162003763","113"
50,"162008739","80"
51,"162013734","86"
52,"162018728","79"
53,"162023730","80"
54,"162028741","90"
55,"162033735","84"
56,"162038731","81"
57,"162043745","96"
58,"162048733","82"
59,"162053743","88"
60,"162058731","81"
61,"162103731","80"
62,"162108728","79"
63,"162113728","80"
64,"162118729","81"
65,"162123745","95"
66,"162128774","123"
67,"162133737","86"
68,"162138737","87"
69,"162143742","86"
70,"162148735","85"
71,"162153729","80"
72,"162158730","80"
73,"162203823","163"
74,"162208735","81"
75,"162213742","90"
76,"162218734","85"
77,"162223757","107"
78,"162228734","86"
79,"162233740","81"
80,"162238731","81"
81,"162243733","83"
82,"162248730","82"
83,"162253745","93"
84,"162258731","82"
85,"162303761","113"
86,"162308731","81"
87,"162313745","84"
88,"162318738","86"
89,"162323731","81"
90,"162328730","81"
91,"162333730","81"
92,"162338730","81"
93,"162343728","80"
94,"162348734","84"
95,"162353739","89"
96,"162358731","81"
97,"162403739","89"
98,"162408767","83"
99,"162413748","99"
100,"162418732","82"
